country_code,country_name,regime_type,co2,electricity_access
MUS,Mauritius,capitalist_periphery,0.9569221686031603,99.23442078
MWI,Malawi,capitalist_periphery,0.14419458615694697,1.120719671
MYS,Malaysia,capitalist_periphery,1.4947201614303587,93.95503998
NAM,Namibia,capitalist_periphery,0.8144298502972764,25.2347908
NER,Niger,capitalist_periphery,0.09417733393654018,2.290002346
NGA,Nigeria,capitalist_periphery,0.721566099725414,27.3
NIC,Nicaragua,revolutionary,0.648968358864217,66.82804108
NLD,Netherlands,capitalist_core,10.232309034816355,100
NOR,Norway,capitalist_core,12.231493651189037,100
NPL,Nepal,capitalist_periphery,0.04349744960821061,0.01
NZL,New Zealand,capitalist_core,6.083706671264984,100
PAK,Pakistan,capitalist_periphery,0.42538214913028066,59.93660355
PAN,Panama,capitalist_periphery,2.5231625158798026,70.19
PER,Peru,capitalist_periphery,1.2099413595204442,60.22378922
PHL,Philippines,capitalist_periphery,0.6116858727352883,62.11444855
PNG,Papua New Guinea,capitalist_periphery,0.44498403819615695,5.114663601
POL,Poland,socialist,8.914951620864294,100
PRT,Portugal,capitalist_core,2.770514245712776,100
PRY,Paraguay,capitalist_periphery,0.44314666388611385,80.42372894
ROU,Romania,socialist,5.909005490392051,100
RWA,Rwanda,capitalist_periphery,0.07655487829409292,0.01
SEN,Senegal,capitalist_periphery,0.40571034731670463,25.13053513
SGP,Singapore,capitalist_periphery,13.460066142328378,100
SLE,Sierra Leone,capitalist_periphery,0.23330131130601073,7.0815382
SLV,El Salvador,capitalist_periphery,0.5607638277438909,72.46346283
SOM,Somalia,revolutionary,0.10013565712221312,0.01
SUN,USSR,socialist,10.856498077548697,99.07150555571998
SUR,Suriname,capitalist_periphery,4.249713013068171,100
SWE,Sweden,capitalist_core,10.839804078759585,100
SWZ,Swaziland,capitalist_periphery,2.452651314926715,0.01
SYC,Seychelles,capitalist_periphery,2.764291624640298,89.54558563
SYR,Syria,capitalist_periphery,1.6994435887794086,80.54584503
TCD,Chad,capitalist_periphery,0.09698417067550351,0.01
TGO,Togo,capitalist_periphery,0.22121271623222866,0.01
THA,Thailand,capitalist_periphery,0.6094402938898267,75.89871216
TUN,Tunisia,capitalist_periphery,1.0653118037939193,87.99334717
TUR,Turkey,capitalist_periphery,1.7135594567895946,88.78113556
TZA,Tanzania,capitalist_periphery,0.1535878394882839,2.483708858
UGA,Uganda,capitalist_periphery,0.11756367789877262,1.266457081
URY,Uruguay,capitalist_periphery,2.02473399585571,96.29027557
USA,United States,capitalist_core,20.373216588933204,100
VEN,Venezuela,capitalist_periphery,3.999827997875885,97.3895874
VNM,Vietnam,socialist,0.31874076562530534,74.1146698
YEM,Yemen,revolutionary,0.6177683575275603,36.00909805
YUG,Yugoslavia,socialist,4.691947013255465,98.50921254776893
ZAF,South Africa,capitalist_periphery,7.598778135042532,59.33794022
ZMB,Zambia,capitalist_periphery,0.9434452957275624,13.9
ZWE,Zimbabwe,revolutionary,1.4532281409598833,30.35783195
