Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Australia,AUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.39308651,41.6067931,41.78339636,41.88376807,42.30312115,42.71395772,42.90567733,43.03884768,43.19836229,43.37482628,43.84724551,44.17594707,44.27663198,44.65013315,44.55032406,44.8937186,45.05001991,45.14691092,45.25710043,45.41085352,45.32406453,45.50447766,45.62997379,45.73680589,45.92521215,46.12250223,46.43517308,46.6416754,46.81883161,46.94471535,46.99239158,47.16996191,47.40552729
Austria,AUT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.98235323,41.1135239,41.70000167,41.97534483,43.19609855,43.54993541,43.4744329,43.65385488,43.88278532,43.88855604,43.95318639,44.19605948,44.6754859,44.65065206,45.37229844,45.45995764,45.61397113,45.68541548,45.94713318,46.28758382,46.39537397,46.59681586,46.75835208,46.83131405,46.94690278,46.8347506,46.81497589,46.7622376,46.6400727,46.70495175,46.84125649,46.76800116,46.72517017
Azerbaijan,AZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.71711312,48.71595198,48.84938979,49.09957346,49.40454294,49.66839964,49.75782095,49.82199474,49.88103335,49.93726005,49.86262153,49.89293266,50.21612952,49.88429365,49.77736316,49.70503166,49.4202992,47.86843135,48.43996072,49.5545704,51.1712002,49.61216775,50.04683099,49.91572349,49.95279575,50.03532756,49.95306716,49.82813242,49.87672413,49.78913645,49.76625282,49.92667685,49.84171334
Burundi,BDI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.88055791,51.89491252,51.87680014,52.0802407,52.13682709,51.97753095,52.06044361,52.13488303,52.12570522,52.13250544,52.16577025,52.20056084,52.21884469,52.21569221,52.19097203,52.16732586,52.14681405,52.120995,52.08900237,52.03269233,51.98525395,51.9698361,51.95270594,51.93335564,51.92185902,51.86921773,51.84766495,51.82209955,51.7975811,51.7974498,51.80303674,51.89468153,51.95911845
Belgium,BEL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00441975,39.79494745,40.44514282,41.07166949,41.2027127,41.41504598,41.53000228,41.88606452,42.27246899,42.89759581,43.04870911,42.42142119,42.874171,43.10862803,43.81893777,44.15558114,44.41907694,44.69517286,44.96479536,45.15563516,45.36051108,45.42089247,45.41373513,45.75804355,46.06531609,46.12795382,46.03485921,46.2910979,46.70107394,46.77515519,46.74896675,46.80341992,46.89282917
Benin,BEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9645704,40.94023362,40.93123661,41.42135473,41.94303411,42.51490526,43.06939943,43.62241299,44.19582483,44.79474161,45.41392334,46.05131927,46.70266314,46.97105634,47.23826487,47.54499268,47.84811625,48.10820343,48.37510545,48.65121693,48.93021752,49.21285682,48.73590339,48.22652633,47.68882851,47.12447383,46.53238393,45.91318147,45.26349582,45.31060765,45.27553837,45.19422176,45.23202905
Burkina Faso,BFA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25469708,49.28779953,49.08282332,48.84371291,48.57080666,48.26844995,47.95578041,47.61583113,47.19547916,46.7091356,46.20144408,45.66710304,45.10360926,44.52206564,43.92672321,43.32934528,42.74295984,42.89225988,43.1065941,43.3586224,43.63987257,43.94674637,44.26812801,44.62470589,45.01563835,45.02536531,45.02606633,45.03163711,45.05979302,45.10633699,45.07310254,45.23953507,45.25403906
Bangladesh,BGD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.74820403,21.82220509,21.93995866,22.0932841,22.2682455,22.46543709,22.66151546,22.88586383,23.13278497,23.37889243,23.6186682,23.81885561,24.03643962,24.25985279,24.48101043,24.70719781,24.90763008,25.44261755,26.00326051,26.56177793,27.06945201,27.56270867,28.05482959,28.55936995,29.07011068,29.58656772,30.09695822,31.72092922,31.87737044,32.00890622,32.0382574,32.41967195,32.67182843
Bulgaria,BGR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.71618294,48.77182574,48.83916739,48.59990858,48.35602266,48.09968889,47.82503619,47.52674221,47.21676605,46.88376057,46.52317201,47.27297067,47.37274614,46.88945986,46.97899627,46.6806362,47.17915115,47.08747353,46.83041864,46.70055987,46.61839337,46.81397461,46.90540395,46.88294273,46.72066704,46.72029029,46.48075032,46.52154476,46.25368811,46.18112176,46.0207183,46.12722107,46.4384653
Bahrain,BHR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71015138,16.74679383,17.16102402,17.5689356,17.97397116,18.37626367,18.78088022,19.18769568,19.59204156,19.98666885,20.36494326,20.73184138,21.05537893,21.26446121,21.25671718,21.17403189,21.11836531,21.08452402,21.07849722,21.11449966,21.30348173,20.91832788,20.75473857,20.91416997,21.46544898,21.54641643,21.20955203,20.92754669,21.01710704,21.25004336,21.19013481,21.39138677,21.79232985
"Bahamas, The",BHS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.30596508,46.29643165,46.3454396,46.38460479,46.41730147,46.58765943,46.72604965,47.0388495,46.72855365,47.33115859,47.52122866,47.6555347,47.7614957,47.62136271,47.57319517,47.66461256,47.7252864,47.7308254,47.54887812,47.27072,47.33308815,47.3964369,47.58951705,47.45868355,47.51920102,47.52626121,47.60270932,47.76279805,47.91327773,47.96226127,47.95354397,48.14262002,48.38966651
Bosnia and Herzegovina,BIH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.66813208,35.62891929,35.73586812,36.04421076,36.25524502,36.25575111,36.21558357,36.14925878,36.1161798,36.08747009,36.03503443,35.9898541,36.22183095,36.44305452,36.65290133,36.85967777,37.06356573,36.52094091,37.31957656,37.82795533,38.50055557,38.78344991,38.55842867,38.71769204,39.54807665,39.35668088,38.76200797,39.31580408,38.85127746,40.19588812,39.34055987,40.61405437,40.57034237
Belarus,BLR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.80297857,48.74664712,48.65172135,48.59521299,48.56149047,48.57380184,48.64999848,48.77730999,48.91645513,49.03792569,49.21045143,49.34253106,49.44337051,49.51880225,49.57363092,49.62719965,49.67906762,49.71786265,49.74288585,49.75464902,49.7814571,49.82864048,49.87071146,49.90265446,49.94626274,49.99578552,50.04565916,49.90576388,49.60092217,49.96573147,49.89522594,50.10095568,50.14564949
Belize,BLZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41099535,29.15576575,30.0096049,30.43223188,30.267755,30.62844378,30.98031956,31.34760995,31.72438635,32.09976259,32.46527372,32.83092176,33.20496363,33.59224297,33.98711482,34.37470434,34.76344536,35.16014421,35.56055091,35.95872466,36.29638237,36.57181996,36.84595001,37.11427626,37.31299077,37.77103511,38.24114531,37.97690823,38.06770547,38.05164425,37.95397025,38.23413096,38.51695919
Bermuda,BMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15516243,41.32192119,41.29344552,41.37366662,41.43514381,41.50555483,41.55700801,41.64982816,42.32937016,43.00553761,41.81607705,41.97777188,42.17345309,42.37552377,42.57964074,42.78509184,43.42054866,42.72113202,43.03418049,43.27402297,43.08101448,42.88821819,41.94374264,42.36548259,42.83094041,40.69991649,42.28510478,43.11733696,44.33171007,43.03001422,42.68323163,42.46103463,42.84347386
Brazil,BRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91391083,34.9841454,35.70044595,36.42144192,37.14718388,37.87947745,37.94990047,38.2637302,38.79551964,39.46689963,40.19386939,40.9228979,41.60429313,41.81093823,42.21147137,42.71401794,42.71889685,42.81677694,42.681409,42.95109417,42.60094224,42.24158863,42.09480461,42.1239446,42.21714081,42.5537911,42.70573238,43.23043442,43.43242349,43.73621743,42.60528092,43.11761501,43.57916055
Barbados,BRB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.92809271,47.04259721,47.20609111,47.41369654,47.61901261,48.37397785,48.25007896,48.51625399,48.27067344,47.86239097,48.12955466,48.4051897,48.43408798,48.76999993,48.90415041,49.02902808,48.94460369,48.39574198,49.00734294,49.1969054,49.34636119,49.45852975,48.8894943,49.2255485,50.04393612,50.28563119,49.9673807,49.63767623,49.37037367,49.97323099,49.83168345,50.01167505,50.09533958
Brunei Darussalam,BRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.87888933,32.15514655,32.83872683,33.5415814,34.22913605,34.89632571,35.55533517,36.21109129,36.86015324,37.49759873,38.12119969,38.7274677,38.91663775,39.10466818,39.29260073,39.47990679,39.67075299,39.86518887,40.06708689,40.27367772,40.48067957,40.66858679,41.04984046,41.44061075,41.85215096,42.28047682,42.72406493,43.19282042,42.26180374,41.32953161,41.36817529,41.54520201,41.81967126
Bhutan,BTN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.65538932,38.78491304,38.92969756,39.08827961,39.23908557,39.38711152,39.76164245,40.19256635,40.65107807,40.88996406,40.91921721,41.03106356,41.18078768,41.37029198,41.58613951,41.92203434,42.29213582,42.69398455,43.04859135,43.36414244,42.8385205,42.65213123,45.16138747,41.14031017,39.79714033,40.25158702,40.29795041,40.30648077,40.29611823,40.2772524,40.32740788,40.3648439,40.58042145
Botswana,BWA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69542486,41.97730524,42.1829624,42.31958774,42.48546317,42.69897849,42.86369484,43.06592006,43.29461994,43.86286869,44.4482126,44.75800132,45.0733126,45.39343228,45.71207254,46.0301395,46.33657391,46.28681533,46.2440793,46.21834819,46.00955513,46.1219073,46.24930716,46.38402238,46.52290447,46.64872976,46.76091697,46.86653874,46.96238553,47.05980796,47.02690694,47.19481229,47.32942349
Central African Republic,CAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.23950059,44.28078047,44.3281089,44.38331341,44.45453008,44.56574159,44.62385129,44.67477036,44.73239887,44.79552889,44.86518639,44.87805841,44.91168301,44.92249985,44.94112457,44.96253236,44.9112069,44.87298925,44.8479703,44.84819155,44.88000509,44.77871962,44.70305424,44.66523915,44.67292856,44.68766697,44.79487652,44.93245422,45.08705462,45.23956762,45.2591378,45.40853462,45.52143076
Canada,CAN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.31022381,44.63030859,44.79851887,44.94078949,44.97039296,45.18597268,45.28101585,45.38365102,45.66361439,45.78036415,45.96725065,46.1057453,46.31012777,46.56101077,46.67247038,46.65246315,46.8996753,47.07876438,47.03166632,47.26387946,47.37188465,47.31138969,47.3994143,47.43321904,47.26862645,47.10507991,47.23436166,47.33944453,47.42560844,47.29842364,47.01481623,47.11885952,47.41167636
Central Europe and the Baltics,CEB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.07909886,46.03705309,46.03023889,45.99013117,45.94738149,45.79897581,45.61617383,45.75994789,45.80160379,45.98171433,46.13221597,46.17342338,45.89836487,45.79342636,45.6304392,45.44298987,45.37803329,45.20488832,45.10390845,45.16745568,45.15958108,45.192129,45.2538503,45.21525749,45.21121961,45.15722794,45.09990729,45.13213685,45.09529088,44.9616333,44.81354873,45.20483208,45.36783251
Switzerland,CHE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09328486,42.8560082,43.21563549,43.12239438,43.13683658,43.05369419,43.58372026,43.67618302,44.23922135,44.3115703,44.2027833,44.79240829,45.18220356,45.19207609,45.2751732,45.61881768,45.64189458,45.52351996,46.07717409,46.19421183,45.77914989,45.83506909,45.9605438,46.12881016,46.39680026,46.47852,46.53652978,46.40361021,46.59205363,46.80712516,46.69103037,46.79757343,46.83005701
Channel Islands,CHI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.75247087,41.70801317,41.87116564,41.68667643,41.61468857,41.81839368,42.2872917,42.49687818,42.5844263,43.06604238,43.13975125,43.77821826,44.94268101,45.31391689,45.31725653,44.90547185,44.5897772,44.11276949,44.36878485,44.98223969,44.99560357,44.2404848,44.39664363,44.42270303,44.42601851,44.48992598,44.67953462,44.83082367,44.83305888,44.83064583,44.70460924,44.73339723,44.81012075
Chile,CHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12043826,30.59599408,31.30810689,31.70199572,31.99178739,32.56708374,33.00108023,33.6726655,33.9222558,34.19981217,34.29450428,33.95717897,34.00947627,34.93648614,36.00459179,36.61725745,36.90969553,37.43462162,38.34712498,38.85307862,39.36260968,40.19525968,40.58118636,40.67043594,41.0644961,41.02370585,40.98094435,41.22028023,41.72405286,42.03075985,40.80004516,40.99239016,41.92454446
China,CHN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63394009,45.61368168,45.59272473,45.57424468,45.55552111,45.53513555,45.51442222,45.49175997,45.47147402,45.44962602,45.42342813,45.32514979,45.22581475,45.12201803,45.0141362,44.90069569,44.7875867,44.67731308,44.56660576,44.45460592,44.34107411,44.40403815,44.46796527,44.54151571,44.62039294,44.70323859,44.79106155,44.89378875,45.00421314,45.10523204,45.00413161,45.20013848,45.16828607
Cote d'Ivoire,CIV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55851616,35.67346011,35.83080136,36.01369496,36.20706408,36.40045583,36.48922274,36.57254447,36.65690306,36.99055634,37.31245064,37.6195003,37.88789803,38.13897071,38.39959595,38.65533865,38.90871172,39.16282815,39.41997864,39.68282599,39.95113232,40.25592582,40.59515455,40.93176793,41.26358469,41.59363055,41.9194913,42.24500027,42.57499829,42.90673022,42.92703933,43.21897987,43.41082153
Cameroon,CMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18164475,48.11865934,48.07823993,48.05758038,48.05640935,48.07884953,48.08613016,48.1141499,48.15936852,48.2168889,48.28006009,48.30866088,48.33485092,48.36120097,48.3916918,48.42330144,48.41725516,48.42149317,47.93742858,47.39574571,46.79258303,46.81569062,46.8515454,46.90254329,46.96885528,47.00402353,47.03738915,47.0833881,47.14696758,47.22101531,47.21898112,47.36960262,47.44413358
"Congo, Dem. Rep.",COD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.51442851,50.41055565,50.33033526,50.26800805,50.20716374,50.2020985,50.17244238,50.1844864,50.23023057,50.30348671,50.34021257,50.2853021,50.24257207,50.20843848,50.1739101,50.14066819,49.8889831,49.62389661,49.34707251,49.06186481,48.76427088,48.4502589,48.12386092,48.08609788,48.07033597,48.0765616,48.06540203,48.08292536,48.12772582,48.19814061,48.20132297,48.30208623,48.40101336
"Congo, Rep.",COG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.70446856,49.74850758,49.79006851,49.82114075,49.84670806,49.86735244,49.87644557,50.00767779,50.15241229,50.17831749,50.15727867,50.09109432,50.06213113,50.02882774,49.98000222,49.9213575,49.8843336,49.84556784,49.81166651,49.78323421,49.77770496,49.65870502,49.57292968,49.51782702,49.48761166,49.47360096,49.50143689,49.55724942,49.6339481,49.73507093,49.68081174,49.81874976,49.85816867
Colombia,COL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.75311449,38.82347092,39.02882635,39.32385328,39.65051022,39.9475587,40.04041149,40.23878718,40.26503598,39.97433027,40.14674744,40.24770108,40.49655807,40.97242322,40.5310473,40.27681698,39.94337158,39.61169681,39.83739797,40.87003514,41.67236039,41.86873614,42.41872459,42.5415114,42.53899789,42.74630791,42.77729912,42.7791344,42.54263842,42.34510586,40.90715007,41.08439226,41.17433104
Comoros,COM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.50421654,37.55750274,37.62970311,37.71571623,37.83887051,38.0042308,38.17930666,38.38286242,38.6183042,38.93576574,39.3619646,39.79285622,40.27243423,40.64664946,40.79414662,40.33608508,39.88736654,39.45068325,39.03867316,38.65870742,38.30853334,37.98266028,37.6749576,37.38254045,37.0990751,37.1843321,37.24710513,37.3103761,37.39143299,37.51192413,37.47980614,37.57238177,37.66524152
Cabo Verde,CPV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.68053181,36.91859738,37.13793019,37.34763684,37.56182339,37.78762899,38.02497651,38.27419198,38.53756135,38.81139336,39.01039077,39.13244876,39.26691363,39.41436793,39.58144274,39.76576538,39.96693205,40.19637501,40.45175154,40.7316205,41.13609151,41.64094566,42.12062301,42.59651986,43.09247983,43.59816351,44.11162412,44.63098577,44.42619514,44.56429947,44.39654985,44.74885271,44.98716326
Costa Rica,CRI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.56910116,29.39925891,29.17911537,29.5234879,30.26417979,30.50656003,30.27258664,31.76257766,32.86983127,33.27735879,32.63691448,34.62923571,34.69902905,34.90346115,34.18219148,35.90608774,36.0201789,36.43882765,37.1899606,37.70175714,37.1374387,38.24604209,39.91164865,40.19823247,39.94646353,39.81703959,37.96624076,38.32785991,39.11106016,41.06470956,40.1629204,40.75738758,41.05544697
Caribbean small states,CSS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54089572,41.61681905,41.77801459,41.76231241,41.66431771,41.61858792,41.81563396,41.73255236,41.57680456,41.44345892,41.35515587,41.24159551,41.31495705,41.55313912,41.81232482,42.09241952,42.30145757,42.17797507,42.42350421,42.33144657,42.4414922,42.47363874,42.98528821,43.02529939,43.16437672,43.68036188,43.81516744,43.89871245,43.8068948,44.105487,44.06188294,44.43017583,44.7231074
Cuba,CUB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.52491291,34.7467074,33.89461072,32.76242119,32.8278055,33.01447009,33.61571577,33.82062664,33.81776232,34.25448797,34.71160242,34.96138859,35.13973867,35.50257229,35.97353323,36.76018854,37.55941952,37.99885117,38.19433168,38.39889915,38.35856209,37.76096187,37.88627298,37.99072301,37.96034748,38.16141536,38.05348629,38.0416743,38.06657976,37.91701776,37.86697219,38.02050677,38.39951893
Curacao,CUW,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
